text,label,text_length
নাস্তিক নাটক পাব না।,religious,20
দূর মাগি তোমাকে দেখবে জুতা মারতে চাও তোমাকে পরামর্শ বলছে মাগি বলছে আখিরাতকে বিশ্বাস মাগি সাধু আসছে।,threat,99
জানি বোন লোকটির খারাপ অনুভব করেছিল প্রার্থনা করেছিলাম জানতাম ক্যাম্প শিবিরের শহীদ হয়েছিলেন।,religious,92
শ্রদ্ধা হারিয়ে ফেলেছি সকল নাটক স্বল্পদৈর্ঘ্য চলচ্চিত্র টেলিফিল্ম বয়কট করেছি।,religious,78
কুত্তার একটা তুই নাস্তিক বাচ্চা। কোথাকার।,religious,41
শালী বিশ্বাস খান পরকাল একটা মাগির খালি নাস্তিক,religious,46
যেভাবে শ্রোতাদের অক্সিজেন এসেছেন দেখায় ফ্যামেলি ইসলাম বিরোধী কাজের পালানোর উপায় না।,religious,85
ভাবতে নাস্তিক দেখেন সবাই আসছে জনপ্রিয়তা হারাচ্ছেন আল্লাহর প্রার্থনা করুন ক্ষমা করুন পরকাল নিজেকে প্রস্তুত করুন।,religious,112
নাস্তিকদের জন্য।,religious,16
শিক্ষানিয়ো নাস্তিকদের,religious,21
সাহিত্য সম্পর্কে ভালো বুঝিনা। যতটুকু জানি তাদিয়ে মনোযোগ দিয়ে তসলিমা নাসরিনের দুয়েকটা লেখা পড়ে দেখলাম বর্তমানে বাংলাদেশ প্রতিদিন নিয়মিত লেখা ছাপা একমাত্র পত্রিকার বেচাকেনা জন্যই লেখা ছাপায় জানে নিষিদ্ধ জিনিসের মানুষের আগ্রহ সাহিত্যগুণের দিক দিয়ে লেখায় ধর্ম বিকৃত লেখার কারণেই একমাত্র মানুষ চিনেছে অন্যথায় ভালো চিনতো নাবর্তমানে সাফা কবির এমনিতেই সেলিব্রেটি নাম বাড়ানোর শুনেছি হয়না দুএকদিনের দারুন পরিচিতি পেয়েছে একটাই। নাস্তিকের কথা বলেছেআমি দোষ দোষ আরো পরিচিত হওয়ার ফাঁদ পাতে ফাঁদে পা দেইআমার বন্ধু আছো অনুরোধ লেখা কিছুতে লাইক কমেন্ট মানে দাঁড়ালো উদ্দেশ্য হাসিলে সহযোগিতা,religious,570
